2015-07-14 19:07:35.336 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 35600 rows inserted
2015-07-14 19:07:35.387 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 35700 rows inserted
2015-07-14 19:07:35.444 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 35800 rows inserted
2015-07-14 19:07:35.513 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 35900 rows inserted
2015-07-14 19:07:35.576 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 36000 rows inserted
2015-07-14 19:07:35.640 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 36100 rows inserted
2015-07-14 19:07:35.702 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 36200 rows inserted
2015-07-14 19:07:35.755 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 36300 rows inserted
2015-07-14 19:07:35.806 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 36400 rows inserted
2015-07-14 19:07:35.854 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 36500 rows inserted
2015-07-14 19:07:35.909 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 36600 rows inserted
2015-07-14 19:07:35.965 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 36700 rows inserted
2015-07-14 19:07:36.024 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 36800 rows inserted
2015-07-14 19:07:36.077 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 36900 rows inserted
2015-07-14 19:07:36.131 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 37000 rows inserted
2015-07-14 19:07:36.181 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 37100 rows inserted
2015-07-14 19:07:36.230 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 37200 rows inserted
2015-07-14 19:07:36.282 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 37300 rows inserted
2015-07-14 19:07:36.349 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 37400 rows inserted
2015-07-14 19:07:36.419 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 37500 rows inserted
2015-07-14 19:07:36.471 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 37600 rows inserted
2015-07-14 19:07:36.523 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 37700 rows inserted
2015-07-14 19:07:36.581 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 37800 rows inserted
2015-07-14 19:07:36.633 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 37900 rows inserted
2015-07-14 19:07:36.687 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 38000 rows inserted
2015-07-14 19:07:36.739 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 38100 rows inserted
2015-07-14 19:07:36.786 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 38200 rows inserted
2015-07-14 19:07:36.844 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 38300 rows inserted
2015-07-14 19:07:36.917 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 38400 rows inserted
2015-07-14 19:07:36.972 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 38500 rows inserted
2015-07-14 19:07:37.024 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 38600 rows inserted
2015-07-14 19:07:37.083 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 38700 rows inserted
2015-07-14 19:07:37.138 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 38800 rows inserted
2015-07-14 19:07:37.190 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 38900 rows inserted
2015-07-14 19:07:37.246 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 39000 rows inserted
2015-07-14 19:07:37.306 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 39100 rows inserted
2015-07-14 19:07:37.369 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 39200 rows inserted
2015-07-14 19:07:37.417 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 39300 rows inserted
2015-07-14 19:07:37.471 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 39400 rows inserted
2015-07-14 19:07:37.530 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 39500 rows inserted
2015-07-14 19:07:37.583 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 39600 rows inserted
2015-07-14 19:07:37.630 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 39700 rows inserted
2015-07-14 19:07:37.684 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 39800 rows inserted
2015-07-14 19:07:37.730 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 39900 rows inserted
2015-07-14 19:07:37.780 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 40000 rows inserted
2015-07-14 19:07:37.826 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 40100 rows inserted
2015-07-14 19:07:37.878 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 40200 rows inserted
2015-07-14 19:07:37.934 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 40300 rows inserted
2015-07-14 19:07:37.994 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 40400 rows inserted
2015-07-14 19:07:38.048 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 40500 rows inserted
2015-07-14 19:07:38.106 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 40600 rows inserted
2015-07-14 19:07:38.160 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 40700 rows inserted
2015-07-14 19:07:38.222 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 40800 rows inserted
2015-07-14 19:07:38.273 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 40900 rows inserted
2015-07-14 19:07:38.323 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 41000 rows inserted
2015-07-14 19:07:38.386 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 41100 rows inserted
2015-07-14 19:07:38.437 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 41200 rows inserted
2015-07-14 19:07:38.494 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 41300 rows inserted
2015-07-14 19:07:38.543 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 41400 rows inserted
2015-07-14 19:07:38.597 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 41500 rows inserted
2015-07-14 19:07:38.648 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 41600 rows inserted
2015-07-14 19:07:38.702 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 41700 rows inserted
2015-07-14 19:07:38.755 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 41800 rows inserted
2015-07-14 19:07:38.808 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 41900 rows inserted
2015-07-14 19:07:38.860 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 42000 rows inserted
2015-07-14 19:07:38.917 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 42100 rows inserted
2015-07-14 19:07:38.973 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 42200 rows inserted
2015-07-14 19:07:39.030 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 42300 rows inserted
2015-07-14 19:07:39.104 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 42400 rows inserted
2015-07-14 19:07:39.161 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 42500 rows inserted
2015-07-14 19:07:39.234 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 42600 rows inserted
2015-07-14 19:07:39.289 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 42700 rows inserted
2015-07-14 19:07:39.863 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 42800 rows inserted
2015-07-14 19:07:39.931 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 42900 rows inserted
2015-07-14 19:07:40.001 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 43000 rows inserted
2015-07-14 19:07:40.084 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 43100 rows inserted
2015-07-14 19:07:40.170 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 43200 rows inserted
2015-07-14 19:07:40.252 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 43300 rows inserted
2015-07-14 19:07:40.324 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 43400 rows inserted
2015-07-14 19:07:40.397 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 43500 rows inserted
2015-07-14 19:07:40.470 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 43600 rows inserted
2015-07-14 19:07:40.590 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 43700 rows inserted
2015-07-14 19:07:40.648 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 43800 rows inserted
2015-07-14 19:07:40.701 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 43900 rows inserted
2015-07-14 19:07:40.755 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 44000 rows inserted
2015-07-14 19:07:40.818 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 44100 rows inserted
2015-07-14 19:07:40.872 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 44200 rows inserted
2015-07-14 19:07:40.925 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 44300 rows inserted
